timestamp,account_id,channel,device_id,ip_address,transaction_type,amount_inr,is_fraud_flag
2026-02-22 20:07:34,ACT_6933,Web Banking,IMEI_61969,192.168.1.203,Standard Transfer,2068,0
2026-02-22 20:29:34,ACT_1395,Web Banking,IMEI_23387,192.168.1.107,Standard Transfer,3080,0
2026-02-22 20:31:34,ACT_6221,Mobile App,IMEI_58391,192.168.1.245,Standard Transfer,786,0
2026-02-22 20:40:34,ACT_3121,Web Banking,IMEI_89642,192.168.1.178,Standard Transfer,2668,0
2026-02-22 20:44:34,ACT_8490,Web Banking,IMEI_96572,192.168.1.89,Standard Transfer,4426,0
2026-02-22 20:44:34,ACT_7316,UPI,IMEI_71974,192.168.1.40,Standard Transfer,2482,0
2026-02-22 20:54:34,ACT_4840,Mobile App,IMEI_92504,192.168.1.194,Standard Transfer,3503,0
2026-02-22 20:57:34,ACT_1553,ATM,IMEI_49598,192.168.1.84,Standard Transfer,2513,0
2026-02-22 21:03:34,ACT_3157,UPI,IMEI_53792,192.168.1.156,Standard Transfer,2984,0
2026-02-22 21:07:34,ACT_8179,ATM,IMEI_37460,192.168.1.112,Standard Transfer,465,0
2026-02-22 21:19:34,ACT_6091,RTGS,IMEI_54909,192.168.1.23,Standard Transfer,2526,0
2026-02-22 21:19:34,ACT_8490,Mobile App,IMEI_80042,192.168.1.199,Standard Transfer,3126,0
2026-02-22 21:20:34,ACT_4585,Mobile App,IMEI_88163,192.168.1.107,Standard Transfer,4528,0
2026-02-22 21:25:34,ACT_8756,UPI,IMEI_89093,192.168.1.202,Standard Transfer,4288,0
2026-02-22 21:25:34,ACT_7736,UPI,IMEI_87905,192.168.1.43,Standard Transfer,3725,0
2026-02-22 21:27:34,ACT_2713,RTGS,IMEI_13750,192.168.1.117,Standard Transfer,2875,0
2026-02-22 21:31:34,ACT_9784,UPI,IMEI_82554,192.168.1.160,Standard Transfer,2855,0
2026-02-22 21:32:34,ACT_4867,UPI,IMEI_49352,192.168.1.87,Standard Transfer,4968,0
2026-02-22 21:35:34,ACT_2362,UPI,IMEI_26285,192.168.1.34,Standard Transfer,4061,0
2026-02-22 21:35:34,ACT_4904,UPI,IMEI_55628,192.168.1.212,Standard Transfer,972,0
2026-02-22 21:44:34,ACT_3434,Mobile App,IMEI_87613,192.168.1.205,Standard Transfer,2592,0
2026-02-22 21:45:34,ACT_4427,Mobile App,IMEI_18352,192.168.1.13,Standard Transfer,3075,0
2026-02-22 21:46:34,ACT_5454,UPI,IMEI_23387,192.168.1.221,Standard Transfer,971,0
2026-02-22 21:57:34,ACT_1544,UPI,IMEI_22494,192.168.1.213,Standard Transfer,2610,0
2026-02-22 21:58:34,ACT_9018,UPI,IMEI_72405,192.168.1.216,Standard Transfer,1386,0
2026-02-22 21:58:34,ACT_2047,Web Banking,IMEI_21503,192.168.1.175,Standard Transfer,648,0
2026-02-22 22:06:34,ACT_7555,ATM,IMEI_36725,192.168.1.144,Standard Transfer,2148,0
2026-02-22 22:17:34,ACT_3458,ATM,IMEI_24885,192.168.1.198,Standard Transfer,1396,0
2026-02-22 22:17:34,ACT_4899,Web Banking,IMEI_24759,192.168.1.5,Standard Transfer,1961,0
2026-02-22 22:22:34,ACT_2812,Mobile App,IMEI_26971,192.168.1.205,Standard Transfer,3944,0
2026-02-22 22:25:34,ACT_7058,Mobile App,IMEI_92104,192.168.1.142,Standard Transfer,2668,0
2026-02-22 22:26:34,ACT_8997,UPI,IMEI_83230,192.168.1.88,Standard Transfer,360,0
2026-02-22 22:29:34,ACT_6221,Mobile App,IMEI_60366,192.168.1.213,Standard Transfer,3558,0
2026-02-22 22:32:34,ACT_7823,Mobile App,IMEI_21660,192.168.1.29,Standard Transfer,3142,0
2026-02-22 22:32:34,ACT_5954,Mobile App,IMEI_32554,192.168.1.72,Standard Transfer,1983,0
2026-02-22 22:33:34,ACT_7748,Mobile App,IMEI_32196,192.168.1.18,Standard Transfer,1783,0
2026-02-22 22:37:34,ACT_3690,Mobile App,IMEI_71816,192.168.1.189,Standard Transfer,202,0
2026-02-22 22:38:34,ACT_6495,ATM,IMEI_87171,192.168.1.18,Standard Transfer,3577,0
2026-02-22 22:41:34,ACT_4835,UPI,IMEI_40731,192.168.1.25,Standard Transfer,4610,0
2026-02-22 22:45:34,ACT_9265,Mobile App,IMEI_89191,192.168.1.189,Standard Transfer,3547,0
2026-02-22 22:52:34,ACT_1512,Web Banking,IMEI_69914,192.168.1.46,Standard Transfer,4736,0
2026-02-22 23:08:34,ACT_5170,ATM,IMEI_14829,192.168.1.249,Standard Transfer,3426,0
2026-02-22 23:09:34,ACT_6911,Web Banking,IMEI_15179,192.168.1.102,Standard Transfer,3514,0
2026-02-22 23:13:34,ACT_1121,ATM,IMEI_17176,192.168.1.124,Standard Transfer,2893,0
2026-02-22 23:13:34,ACT_4727,Web Banking,IMEI_71713,192.168.1.144,Standard Transfer,2344,0
2026-02-22 23:15:34,ACT_8698,Mobile App,IMEI_21327,192.168.1.102,Standard Transfer,3272,0
2026-02-22 23:26:34,ACT_8201,UPI,IMEI_49598,192.168.1.205,Standard Transfer,2380,0
2026-02-22 23:28:34,ACT_4626,Web Banking,IMEI_34904,192.168.1.88,Standard Transfer,4506,0
2026-02-22 23:32:34,ACT_2515,UPI,IMEI_25079,192.168.1.20,Standard Transfer,1981,0
2026-02-22 23:46:34,ACT_1904,UPI,IMEI_41243,192.168.1.170,Standard Transfer,4574,0
2026-02-22 23:52:34,ACT_9595,ATM,IMEI_86524,192.168.1.65,Standard Transfer,2476,0
2026-02-22 23:53:34,ACT_4708,ATM,IMEI_29205,192.168.1.130,Standard Transfer,2424,0
2026-02-23 00:17:34,ACT_7980,RTGS,IMEI_32404,192.168.1.25,Standard Transfer,2731,0
2026-02-23 00:17:34,ACT_4405,ATM,IMEI_38470,192.168.1.108,Standard Transfer,532,0
2026-02-23 00:22:34,ACT_4187,Mobile App,IMEI_87905,192.168.1.56,Standard Transfer,4522,0
2026-02-23 00:23:34,ACT_6328,RTGS,IMEI_21660,192.168.1.193,Standard Transfer,3865,0
2026-02-23 00:27:34,ACT_2613,RTGS,IMEI_73095,192.168.1.122,Standard Transfer,2431,0
2026-02-23 00:30:34,ACT_2613,RTGS,IMEI_51614,192.168.1.189,Standard Transfer,2956,0
2026-02-23 00:31:34,ACT_5907,Web Banking,IMEI_65998,192.168.1.85,Standard Transfer,384,0
2026-02-23 00:32:34,ACT_6232,UPI,IMEI_60366,192.168.1.56,Standard Transfer,1101,0
2026-02-23 00:37:34,ACT_1121,Mobile App,IMEI_87171,192.168.1.219,Standard Transfer,1852,0
2026-02-23 00:41:34,ACT_4649,Mobile App,IMEI_88163,192.168.1.50,Standard Transfer,3297,0
2026-02-23 00:44:34,ACT_9377,UPI,IMEI_46611,192.168.1.23,Standard Transfer,4766,0
2026-02-23 00:54:34,ACT_8173,UPI,IMEI_61636,192.168.1.22,Standard Transfer,764,0
2026-02-23 01:03:34,ACT_6931,UPI,IMEI_99213,192.168.1.130,Standard Transfer,2970,0
2026-02-23 01:12:34,ACT_7866,ATM,IMEI_43189,192.168.1.221,Standard Transfer,3429,0
2026-02-23 01:14:34,ACT_5498,UPI,IMEI_76086,192.168.1.160,Standard Transfer,2742,0
2026-02-23 01:25:34,ACT_3618,RTGS,IMEI_44343,192.168.1.245,Standard Transfer,4254,0
2026-02-23 01:26:34,ACT_2047,ATM,IMEI_27817,192.168.1.92,Standard Transfer,3616,0
2026-02-23 01:29:34,ACT_1012,ATM,IMEI_30033,192.168.1.181,Standard Transfer,3122,0
2026-02-23 01:30:34,ACT_7915,Mobile App,IMEI_29604,192.168.1.110,Standard Transfer,3605,0
2026-02-23 01:34:34,ACT_4345,Mobile App,IMEI_87545,192.168.1.231,Standard Transfer,381,0
2026-02-23 01:34:34,ACT_8089,RTGS,IMEI_55931,192.168.1.52,Standard Transfer,2468,0
2026-02-23 01:36:34,ACT_2547,UPI,IMEI_22644,192.168.1.42,Standard Transfer,4543,0
2026-02-23 01:36:34,ACT_9752,Web Banking,IMEI_45419,192.168.1.114,Standard Transfer,2873,0
2026-02-23 01:38:34,ACT_7745,Web Banking,IMEI_38249,192.168.1.5,Standard Transfer,4507,0
2026-02-23 01:40:34,ACT_7644,RTGS,IMEI_61226,192.168.1.225,Standard Transfer,1543,0
2026-02-23 01:48:34,ACT_1535,Mobile App,IMEI_17239,192.168.1.188,Standard Transfer,1756,0
2026-02-23 01:52:34,ACT_4134,UPI,IMEI_57684,192.168.1.216,Standard Transfer,1220,0
2026-02-23 01:56:34,ACT_2547,Web Banking,IMEI_38109,192.168.1.116,Standard Transfer,3326,0
2026-02-23 02:02:34,ACT_5330,RTGS,IMEI_49555,192.168.1.141,Standard Transfer,4835,0
2026-02-23 02:07:34,ACT_5275,Web Banking,IMEI_82013,192.168.1.109,Standard Transfer,2361,0
2026-02-23 02:14:34,ACT_5370,UPI,IMEI_53792,192.168.1.10,Standard Transfer,4303,0
2026-02-23 02:17:34,ACT_9169,Mobile App,IMEI_39912,192.168.1.221,Standard Transfer,1644,0
2026-02-23 02:21:34,ACT_5286,UPI,IMEI_24791,192.168.1.178,Standard Transfer,936,0
2026-02-23 02:35:34,ACT_8211,RTGS,IMEI_67387,192.168.1.40,Standard Transfer,1175,0
2026-02-23 02:39:34,ACT_1555,ATM,IMEI_71974,192.168.1.216,Standard Transfer,2215,0
2026-02-23 02:39:34,ACT_6920,UPI,IMEI_95715,192.168.1.20,Standard Transfer,1972,0
2026-02-23 02:41:34,ACT_7642,ATM,IMEI_57378,192.168.1.156,Standard Transfer,4788,0
2026-02-23 02:52:34,ACT_7973,RTGS,IMEI_37857,192.168.1.34,Standard Transfer,4974,0
2026-02-23 02:59:34,ACT_1598,ATM,IMEI_35450,192.168.1.102,Standard Transfer,3744,0
2026-02-23 03:15:34,ACT_2073,Mobile App,IMEI_35816,192.168.1.111,Standard Transfer,3689,0
2026-02-23 03:17:34,ACT_2011,RTGS,IMEI_29519,192.168.1.231,Standard Transfer,4571,0
2026-02-23 03:17:34,ACT_7241,UPI,IMEI_71974,192.168.1.178,Standard Transfer,4707,0
2026-02-23 03:19:34,ACT_3657,ATM,IMEI_72117,192.168.1.6,Standard Transfer,2607,0
2026-02-23 03:19:34,ACT_2370,ATM,IMEI_18352,192.168.1.61,Standard Transfer,2802,0
2026-02-23 03:19:34,ACT_4408,Web Banking,IMEI_48865,192.168.1.216,Standard Transfer,3543,0
2026-02-23 03:34:34,ACT_6682,ATM,IMEI_23808,192.168.1.108,Standard Transfer,4299,0
2026-02-23 03:41:34,ACT_2006,Mobile App,IMEI_90324,192.168.1.66,Standard Transfer,2752,0
2026-02-23 03:44:34,ACT_3635,Mobile App,IMEI_86458,192.168.1.220,Standard Transfer,3744,0
2026-02-23 03:46:34,ACT_7980,RTGS,IMEI_71974,192.168.1.92,Standard Transfer,4272,0
2026-02-23 03:52:34,ACT_3121,ATM,IMEI_42486,192.168.1.221,Standard Transfer,2069,0
2026-02-23 03:55:34,ACT_9556,ATM,IMEI_18747,192.168.1.156,Standard Transfer,4692,0
2026-02-23 04:04:34,ACT_1880,Mobile App,IMEI_26909,192.168.1.56,Standard Transfer,1390,0
2026-02-23 04:07:34,ACT_7623,Web Banking,IMEI_32554,192.168.1.216,Standard Transfer,4385,0
2026-02-23 04:09:34,ACT_8242,UPI,IMEI_38069,192.168.1.135,Standard Transfer,1100,0
2026-02-23 04:18:34,ACT_9784,UPI,IMEI_78870,192.168.1.85,Standard Transfer,365,0
2026-02-23 04:19:34,ACT_4476,RTGS,IMEI_54909,192.168.1.10,Standard Transfer,3158,0
2026-02-23 04:25:34,ACT_7435,UPI,IMEI_78060,192.168.1.122,Standard Transfer,116,0
2026-02-23 04:30:34,ACT_7558,Web Banking,IMEI_87812,192.168.1.61,Standard Transfer,1725,0
2026-02-23 04:36:34,ACT_9207,Mobile App,IMEI_62167,192.168.1.96,Standard Transfer,4919,0
2026-02-23 04:58:34,ACT_2939,ATM,IMEI_82183,192.168.1.160,Standard Transfer,1703,0
2026-02-23 04:59:34,ACT_8523,Mobile App,IMEI_99880,192.168.1.211,Standard Transfer,1823,0
2026-02-23 05:04:34,ACT_8367,RTGS,IMEI_60267,192.168.1.44,Standard Transfer,2022,0
2026-02-23 05:11:34,ACT_7265,RTGS,IMEI_13211,192.168.1.68,Standard Transfer,279,0
2026-02-23 05:16:34,ACT_1477,UPI,IMEI_47705,192.168.1.5,Standard Transfer,2932,0
2026-02-23 05:20:34,ACT_2446,ATM,IMEI_62945,192.168.1.189,Standard Transfer,2853,0
2026-02-23 05:22:34,ACT_8577,UPI,IMEI_37460,192.168.1.122,Standard Transfer,3085,0
2026-02-23 05:23:34,ACT_3337,RTGS,IMEI_35450,192.168.1.104,Standard Transfer,2941,0
2026-02-23 05:27:34,ACT_4348,RTGS,IMEI_51384,192.168.1.179,Standard Transfer,1227,0
2026-02-23 05:30:34,ACT_7381,Mobile App,IMEI_45268,192.168.1.38,Standard Transfer,3133,0
2026-02-23 05:30:34,ACT_4368,ATM,IMEI_29065,192.168.1.47,Standard Transfer,3568,0
2026-02-23 05:41:34,ACT_3568,Web Banking,IMEI_25304,192.168.1.169,Standard Transfer,131,0
2026-02-23 05:47:34,ACT_2389,RTGS,IMEI_30075,192.168.1.25,Standard Transfer,3178,0
2026-02-23 05:50:34,ACT_9853,UPI,IMEI_87171,192.168.1.169,Standard Transfer,217,0
2026-02-23 05:53:34,ACT_2410,ATM,IMEI_47705,192.168.1.231,Standard Transfer,1954,0
2026-02-23 05:58:34,ACT_7617,Web Banking,IMEI_76947,192.168.1.47,Standard Transfer,4241,0
2026-02-23 06:02:34,ACT_8365,RTGS,IMEI_46398,192.168.1.18,Standard Transfer,1691,0
2026-02-23 06:04:34,ACT_7650,Mobile App,IMEI_17095,192.168.1.116,Standard Transfer,2440,0
2026-02-23 06:04:34,ACT_6913,Web Banking,IMEI_39208,192.168.1.104,Standard Transfer,3319,0
2026-02-23 06:27:34,ACT_8756,Mobile App,IMEI_37394,192.168.1.23,Standard Transfer,4268,0
2026-02-23 06:30:34,ACT_8563,UPI,IMEI_90328,192.168.1.5,Standard Transfer,221,0
2026-02-23 06:36:34,ACT_4193,Web Banking,IMEI_61969,192.168.1.179,Standard Transfer,1394,0
2026-02-23 06:43:34,ACT_9097,ATM,IMEI_21327,192.168.1.212,Standard Transfer,427,0
2026-02-23 06:44:34,ACT_2707,RTGS,IMEI_78870,192.168.1.61,Standard Transfer,2279,0
2026-02-23 06:47:34,ACT_8621,UPI,IMEI_40731,192.168.1.130,Standard Transfer,3403,0
2026-02-23 06:49:34,ACT_5317,Mobile App,IMEI_72043,192.168.1.189,Standard Transfer,2633,0
2026-02-23 06:57:34,ACT_2050,RTGS,IMEI_23515,192.168.1.44,Standard Transfer,2585,0
2026-02-23 06:58:34,ACT_9568,ATM,IMEI_99213,192.168.1.252,Standard Transfer,2606,0
2026-02-23 07:00:34,ACT_6896,RTGS,IMEI_94869,192.168.1.52,Standard Transfer,928,0
2026-02-23 07:00:34,ACT_8317,Web Banking,IMEI_14829,192.168.1.205,Standard Transfer,4772,0
2026-02-23 07:02:34,ACT_4702,UPI,IMEI_26533,192.168.1.46,Standard Transfer,4925,0
2026-02-23 07:08:34,ACT_6022,UPI,IMEI_43189,192.168.1.42,Standard Transfer,1991,0
2026-02-23 07:08:34,ACT_5498,ATM,IMEI_81370,192.168.1.110,Standard Transfer,1773,0
2026-02-23 07:15:34,ACT_6296,Mobile App,IMEI_72055,192.168.1.72,Standard Transfer,2603,0
2026-02-23 07:31:34,ACT_1445,RTGS,IMEI_10830,192.168.1.213,Standard Transfer,425,0
2026-02-23 07:32:34,ACT_3178,Mobile App,IMEI_13750,192.168.1.6,Standard Transfer,1654,0
2026-02-23 07:34:34,ACT_7070,Mobile App,IMEI_38375,192.168.1.18,Standard Transfer,2438,0
2026-02-23 07:35:34,ACT_5697,UPI,IMEI_30728,192.168.1.87,Standard Transfer,3772,0
2026-02-23 07:36:34,ACT_9257,ATM,IMEI_43160,192.168.1.108,Standard Transfer,2546,0
2026-02-23 07:48:34,ACT_5006,Web Banking,IMEI_31400,192.168.1.179,Standard Transfer,2240,0
2026-02-23 07:50:34,ACT_7316,ATM,IMEI_46296,192.168.1.23,Standard Transfer,3751,0
2026-02-23 08:02:34,ACT_3545,UPI,IMEI_97265,192.168.1.168,Standard Transfer,2457,0
2026-02-23 08:04:34,ACT_8914,UPI,IMEI_23039,192.168.1.102,Standard Transfer,2922,0
2026-02-23 08:09:34,ACT_7008,UPI,IMEI_54909,192.168.1.67,Standard Transfer,298,0
2026-02-23 08:12:34,ACT_7182,Mobile App,IMEI_62959,192.168.1.107,Standard Transfer,661,0
2026-02-23 08:12:34,ACT_6221,Mobile App,IMEI_30509,192.168.1.68,Standard Transfer,4467,0
2026-02-23 08:14:34,ACT_2960,UPI,IMEI_57893,192.168.1.52,Standard Transfer,386,0
2026-02-23 08:14:34,ACT_1398,UPI,IMEI_88546,192.168.1.160,Standard Transfer,534,0
2026-02-23 08:17:34,ACT_6482,ATM,IMEI_12937,192.168.1.115,Standard Transfer,3391,0
2026-02-23 08:29:34,ACT_5364,Mobile App,IMEI_32196,192.168.1.199,Standard Transfer,145,0
2026-02-23 08:30:34,ACT_6318,UPI,IMEI_21660,192.168.1.52,Standard Transfer,2706,0
2026-02-23 08:38:34,ACT_6336,UPI,IMEI_57893,192.168.1.206,Standard Transfer,3755,0
2026-02-23 08:42:34,ACT_5330,RTGS,IMEI_90328,192.168.1.201,Standard Transfer,1334,0
2026-02-23 08:47:34,ACT_3942,Web Banking,IMEI_56061,192.168.1.14,Standard Transfer,4998,0
2026-02-23 08:49:34,ACT_3655,RTGS,IMEI_62550,192.168.1.88,Standard Transfer,1311,0
2026-02-23 08:56:34,ACT_7161,Web Banking,IMEI_79863,192.168.1.17,Standard Transfer,447,0
2026-02-23 09:02:34,ACT_6324,Web Banking,IMEI_86524,192.168.1.38,Standard Transfer,682,0
2026-02-23 09:03:34,ACT_5221,Mobile App,IMEI_62167,192.168.1.59,Standard Transfer,2081,0
2026-02-23 09:29:34,ACT_7973,ATM,IMEI_49657,192.168.1.104,Standard Transfer,1745,0
2026-02-23 09:29:34,ACT_1477,RTGS,IMEI_44954,192.168.1.43,Standard Transfer,1713,0
2026-02-23 09:34:34,ACT_8768,ATM,IMEI_39479,192.168.1.234,Standard Transfer,1029,0
2026-02-23 09:43:34,ACT_8204,Mobile App,IMEI_23039,192.168.1.133,Standard Transfer,2204,0
2026-02-23 09:54:34,ACT_5664,RTGS,IMEI_80780,192.168.1.104,Standard Transfer,4642,0
2026-02-23 09:56:34,ACT_9205,RTGS,IMEI_55059,192.168.1.65,Standard Transfer,3863,0
2026-02-23 09:59:34,ACT_1436,ATM,IMEI_55812,192.168.1.198,Standard Transfer,3039,0
2026-02-23 10:01:34,ACT_2921,UPI,IMEI_68403,192.168.1.188,Standard Transfer,1391,0
2026-02-23 10:02:34,ACT_6699,Web Banking,IMEI_67646,192.168.1.122,Standard Transfer,3400,0
2026-02-23 10:04:34,ACT_4282,Web Banking,IMEI_61006,192.168.1.203,Standard Transfer,3623,0
2026-02-23 10:15:34,ACT_5502,UPI,IMEI_34692,192.168.1.104,Standard Transfer,1400,0
2026-02-23 10:33:34,ACT_7453,ATM,IMEI_10393,192.168.1.156,Standard Transfer,3127,0
2026-02-23 10:37:34,ACT_6232,RTGS,IMEI_68403,192.168.1.115,Standard Transfer,4227,0
2026-02-23 10:45:34,ACT_6831,ATM,IMEI_68094,192.168.1.68,Standard Transfer,2381,0
2026-02-23 10:46:34,ACT_7032,ATM,IMEI_74434,192.168.1.108,Standard Transfer,4979,0
2026-02-23 10:48:34,ACT_3909,RTGS,IMEI_56649,192.168.1.6,Standard Transfer,1371,0
2026-02-23 10:49:34,ACT_7607,Mobile App,IMEI_40715,192.168.1.20,Standard Transfer,3728,0
2026-02-23 10:50:34,ACT_9853,Mobile App,IMEI_89431,192.168.1.44,Standard Transfer,4193,0
2026-02-23 10:50:34,ACT_4998,UPI,IMEI_78060,192.168.1.43,Standard Transfer,3999,0
2026-02-23 10:50:34,ACT_2592,RTGS,IMEI_24227,192.168.1.234,Standard Transfer,372,0
2026-02-23 10:53:34,ACT_9495,Mobile App,IMEI_48525,192.168.1.110,Standard Transfer,3187,0
2026-02-23 11:15:34,ACT_1368,UPI,IMEI_38824,192.168.1.42,Standard Transfer,4881,0
2026-02-23 11:17:34,ACT_5610,ATM,IMEI_33031,192.168.1.167,Standard Transfer,1032,0
2026-02-23 11:18:34,ACT_5398,Web Banking,IMEI_98431,192.168.1.130,Standard Transfer,4238,0
2026-02-23 11:31:34,ACT_9847,ATM,IMEI_86458,192.168.1.22,Standard Transfer,1057,0
2026-02-23 11:40:34,ACT_7750,UPI,IMEI_82568,192.168.1.88,Standard Transfer,2025,0
2026-02-23 11:43:34,ACT_3290,Web Banking,IMEI_37460,192.168.1.44,Standard Transfer,244,0
2026-02-23 11:53:34,ACT_7736,RTGS,IMEI_65924,192.168.1.233,Standard Transfer,2823,0
2026-02-23 12:09:34,ACT_7831,RTGS,IMEI_82013,192.168.1.179,Standard Transfer,4474,0
2026-02-23 12:13:34,ACT_3299,RTGS,IMEI_54910,192.168.1.23,Standard Transfer,4745,0
2026-02-23 12:17:34,ACT_5398,RTGS,IMEI_64372,192.168.1.50,Standard Transfer,2719,0
2026-02-23 12:22:34,ACT_6338,RTGS,IMEI_89191,192.168.1.86,Standard Transfer,2398,0
2026-02-23 12:24:34,ACT_7839,RTGS,IMEI_62550,192.168.1.74,Standard Transfer,3743,0
2026-02-23 12:35:34,ACT_6768,Web Banking,IMEI_72405,192.168.1.198,Standard Transfer,3437,0
2026-02-23 12:38:34,ACT_4612,RTGS,IMEI_17167,192.168.1.236,Standard Transfer,1315,0
2026-02-23 12:40:34,ACT_6016,ATM,IMEI_98296,192.168.1.107,Standard Transfer,3858,0
2026-02-23 12:45:34,ACT_2592,ATM,IMEI_13211,192.168.1.170,Standard Transfer,4419,0
2026-02-23 12:50:34,ACT_4547,Mobile App,IMEI_40615,192.168.1.88,Standard Transfer,2603,0
2026-02-23 12:53:34,ACT_7766,RTGS,IMEI_69914,192.168.1.189,Standard Transfer,4802,0
2026-02-23 13:04:34,ACT_7013,Mobile App,IMEI_74354,192.168.1.10,Standard Transfer,3752,0
2026-02-23 13:05:34,ACT_2584,RTGS,IMEI_72561,192.168.1.5,Standard Transfer,2214,0
2026-02-23 13:07:34,ACT_9232,Web Banking,IMEI_52460,192.168.1.89,Standard Transfer,3892,0
2026-02-23 13:09:34,ACT_8263,Mobile App,IMEI_46398,192.168.1.106,Standard Transfer,844,0
2026-02-23 13:18:34,ACT_2600,UPI,IMEI_80645,192.168.1.162,Standard Transfer,657,0
2026-02-23 13:29:34,ACT_8285,ATM,IMEI_48865,192.168.1.92,Standard Transfer,2600,0
2026-02-23 13:33:34,ACT_2355,Mobile App,IMEI_61636,192.168.1.104,Standard Transfer,4623,0
2026-02-23 13:36:34,ACT_1438,Web Banking,IMEI_52811,192.168.1.144,Standard Transfer,4552,0
2026-02-23 13:40:34,ACT_8047,ATM,IMEI_22029,192.168.1.130,Standard Transfer,3181,0
2026-02-23 13:41:34,ACT_7980,ATM,IMEI_22391,192.168.1.112,Standard Transfer,1005,0
2026-02-23 13:41:34,ACT_7923,Web Banking,IMEI_34904,192.168.1.5,Standard Transfer,4089,0
2026-02-23 13:43:34,ACT_6281,UPI,IMEI_83412,192.168.1.138,Standard Transfer,2566,0
2026-02-23 13:56:34,ACT_9409,Web Banking,IMEI_57063,192.168.1.169,Standard Transfer,1457,0
2026-02-23 14:00:34,ACT_6168,UPI,IMEI_71854,192.168.1.156,Standard Transfer,2864,0
2026-02-23 14:04:34,ACT_7211,Mobile App,IMEI_52811,192.168.1.185,Standard Transfer,575,0
2026-02-23 14:04:34,ACT_4408,ATM,IMEI_65558,192.168.1.56,Standard Transfer,3022,0
2026-02-23 14:13:34,ACT_4405,RTGS,IMEI_34509,192.168.1.162,Standard Transfer,4834,0
2026-02-23 14:20:34,ACT_8898,Web Banking,IMEI_95635,192.168.1.252,Standard Transfer,956,0
2026-02-23 14:27:34,ACT_2404,RTGS,IMEI_15759,192.168.1.52,Standard Transfer,3628,0
2026-02-23 14:42:34,ACT_3724,RTGS,IMEI_36605,192.168.1.56,Standard Transfer,4482,0
2026-02-23 14:46:34,ACT_4345,RTGS,IMEI_21533,192.168.1.167,Standard Transfer,3948,0
2026-02-23 14:53:34,ACT_5068,ATM,IMEI_60413,192.168.1.160,Standard Transfer,291,0
2026-02-23 15:04:34,ACT_5432,ATM,IMEI_94649,192.168.1.110,Standard Transfer,3669,0
2026-02-23 15:05:34,ACT_6022,ATM,IMEI_37605,192.168.1.34,Standard Transfer,787,0
2026-02-23 15:05:34,ACT_4426,Web Banking,IMEI_57063,192.168.1.89,Standard Transfer,2679,0
2026-02-23 15:12:34,ACT_2207,ATM,IMEI_42602,192.168.1.211,Standard Transfer,2593,0
2026-02-23 15:21:34,ACT_1717,Web Banking,IMEI_42472,192.168.1.116,Standard Transfer,2023,0
2026-02-23 15:24:34,ACT_9194,Web Banking,IMEI_51513,192.168.1.31,Standard Transfer,4199,0
2026-02-23 15:35:34,ACT_7432,Web Banking,IMEI_29479,192.168.1.122,Standard Transfer,286,0
2026-02-23 15:54:34,ACT_4260,ATM,IMEI_94649,192.168.1.23,Standard Transfer,880,0
2026-02-23 15:55:34,ACT_6504,Web Banking,IMEI_20764,192.168.1.181,Standard Transfer,945,0
2026-02-23 16:07:34,ACT_3149,RTGS,IMEI_89431,192.168.1.158,Standard Transfer,4601,0
2026-02-23 16:07:34,ACT_7862,ATM,IMEI_64003,192.168.1.234,Standard Transfer,1258,0
2026-02-23 16:16:34,ACT_8412,ATM,IMEI_14552,192.168.1.107,Standard Transfer,1041,0
2026-02-23 16:18:34,ACT_9234,Mobile App,IMEI_60413,192.168.1.85,Standard Transfer,184,0
2026-02-23 16:18:34,ACT_5003,Mobile App,IMEI_29519,192.168.1.88,Standard Transfer,4243,0
2026-02-23 16:21:34,ACT_3791,RTGS,IMEI_51031,192.168.1.72,Standard Transfer,2718,0
2026-02-23 16:27:34,ACT_5966,RTGS,IMEI_23039,192.168.1.10,Standard Transfer,4122,0
2026-02-23 16:31:34,ACT_2690,RTGS,IMEI_90324,192.168.1.18,Standard Transfer,2538,0
2026-02-23 16:35:34,ACT_4345,RTGS,IMEI_55931,192.168.1.22,Standard Transfer,4280,0
2026-02-23 16:40:34,ACT_6217,Mobile App,IMEI_65998,192.168.1.186,Standard Transfer,1721,0
2026-02-23 16:46:34,ACT_8412,UPI,IMEI_95095,192.168.1.47,Standard Transfer,3848,0
2026-02-23 16:48:34,ACT_7355,ATM,IMEI_86077,192.168.1.169,Standard Transfer,1701,0
2026-02-23 16:51:34,ACT_7286,Mobile App,IMEI_55274,192.168.1.13,Standard Transfer,3839,0
2026-02-23 17:01:34,ACT_5715,Mobile App,IMEI_72561,192.168.1.23,Standard Transfer,4575,0
2026-02-23 17:05:34,ACT_9843,ATM,IMEI_66004,192.168.1.112,Standard Transfer,4793,0
2026-02-23 17:10:34,ACT_7862,UPI,IMEI_19439,192.168.1.84,Standard Transfer,3020,0
2026-02-23 17:20:34,ACT_3496,RTGS,IMEI_54460,192.168.1.72,Standard Transfer,1334,0
2026-02-23 17:39:34,ACT_1620,RTGS,IMEI_18747,192.168.1.6,Standard Transfer,1356,0
2026-02-23 17:40:34,ACT_1837,Web Banking,IMEI_74434,192.168.1.116,Standard Transfer,1540,0
2026-02-23 17:43:34,ACT_5272,UPI,IMEI_44343,192.168.1.189,Standard Transfer,569,0
